Dataset,Algorithm,Environment Type,Climate,Environment Size,n_agents,Budget (m),Likelihood Score,Time-Discounted Score,Victims Found (%),Area Covered (km²),Total Path Length (km)
29,Spiral,mountainous,temperate,medium,5,300000,0.18454443568693918,0.0010089249310777028,68.0,19.896533265787873,300.0
29,Concentric,mountainous,temperate,medium,5,300000,0.1898994337613328,0.0011193987703383894,69.0,19.83051122794908,299.9999999999998
29,Pizza,mountainous,temperate,medium,5,300000,0.22430451332782828,0.0019407884702134727,74.0,19.436370453994538,300.0000000000006
30,RandomWalk,mountainous,temperate,medium,5,300000,0.07065818417041658,2.734856084325784e-05,17.0,3.893416012700216,300.0000000000001
30,Greedy,mountainous,temperate,medium,5,300000,0.2062239048221954,0.0023086172976938737,46.0,9.749745728298496,300.00000000000034
30,Spiral,mountainous,temperate,medium,5,300000,0.2345991304179344,0.0005136955165543963,71.0,19.896533265787827,299.9999999999991
30,Concentric,mountainous,temperate,medium,5,300000,0.23709492803712542,0.0004601184312783739,71.0,19.83051122794904,299.9999999999997
30,Pizza,mountainous,temperate,medium,5,300000,0.28713476944318794,0.0021307426965807147,76.0,19.436370453994513,300.0000000000006
31,RandomWalk,flat,dry,medium,5,300000,0.07752166204417639,0.0010258841472973968,46.0,3.759189021949861,299.99999999999966
31,Greedy,flat,dry,medium,5,300000,0.12040557118060541,0.0051703059774391175,64.0,4.302567634176336,299.9999999999998
31,Spiral,flat,dry,medium,5,300000,0.18095303670465965,7.328482997967308e-05,100.0,13.856769137577619,209.08052954217987
31,Concentric,flat,dry,medium,5,300000,0.18020663663394265,8.313701009298336e-05,100.0,13.687792475253142,207.5862622761877
31,Pizza,flat,dry,medium,5,300000,0.18016082408998127,0.0010299832647764845,100.0,13.691072804383936,212.16980046765994
32,RandomWalk,flat,dry,medium,5,300000,0.058280972571100785,0.0017779360990043322,15.0,3.542161068278081,300.00000000000057
32,Greedy,flat,dry,medium,5,300000,0.17286845209733168,0.0034135891954061907,52.0,10.071834278604141,299.9999999999999
32,Spiral,flat,dry,medium,5,300000,0.2018623938797181,0.0009719703183797187,98.0,13.856769137577746,209.0805295421801
32,Concentric,flat,dry,medium,5,300000,0.20084968927263683,0.0009371496948151132,97.0,13.687792475322752,207.58626227618876
32,Pizza,flat,dry,medium,5,300000,0.20081390539648605,0.0017960688361250306,97.0,13.691072804384108,212.16980046766176
33,RandomWalk,flat,dry,medium,5,300000,0.09004458330660765,0.0011229652218318566,30.0,3.6902727438488867,299.9999999999992
33,Greedy,flat,dry,medium,5,300000,0.18153539076224962,0.019218738875748036,63.0,4.957031316474928,299.99999999999915
33,Spiral,flat,dry,medium,5,300000,0.24098262319532676,0.0037779927722745355,100.0,13.856769137577622,209.08052954217987
33,Concentric,flat,dry,medium,5,300000,0.23810413123147964,0.003559912090308323,100.0,13.687792475253174,207.5862622761877
33,Pizza,flat,dry,medium,5,300000,0.23861954393297496,0.006830118638667098,100.0,13.69107280438396,212.16980046765997
34,RandomWalk,flat,dry,medium,5,300000,0.01312590351711051,3.163452861149192e-32,22.0,4.1091040454048136,300.00000000000006
34,Greedy,flat,dry,medium,5,300000,0.03511331827651818,1.5547798824388087e-13,51.0,3.967452207022284,300.0
34,Spiral,flat,dry,medium,5,300000,0.045324037458297425,6.003046621134497e-17,100.0,13.85676913757756,209.08052954218047
34,Concentric,flat,dry,medium,5,300000,0.0446844064935779,8.762550020152814e-17,100.0,13.687792475322548,207.58626227618947
34,Pizza,flat,dry,medium,5,300000,0.044991711934259826,5.860657472406476e-09,100.0,13.69107280438375,212.16980046766182
35,RandomWalk,flat,dry,medium,5,300000,0.0719024066175142,1.2119255632644102e-05,31.0,4.123069250668423,300.00000000000045
35,Greedy,flat,dry,medium,5,300000,0.16644257934401904,0.0033242844314108244,56.99999999999999,5.179555555406285,300.00000000000034
35,Spiral,flat,dry,medium,5,300000,0.228751125444794,5.453036910022988e-07,100.0,13.856769137577626,209.08052954217987
35,Concentric,flat,dry,medium,5,300000,0.22702362346160088,1.1107193059274702e-06,98.0,13.687792475253138,207.5862622761877
35,Pizza,flat,dry,medium,5,300000,0.22713151228257172,0.0006773258525014578,98.0,13.69107280438393,212.16980046765994
36,RandomWalk,flat,dry,medium,5,300000,0.07317882909999288,0.002049973418405259,36.0,3.618608246231184,300.0000000000004
36,Greedy,flat,dry,medium,5,300000,0.26122851274918024,0.004482588945127897,82.0,11.49379439247538,300.0000000000003
36,Spiral,flat,dry,medium,5,300000,0.28039934842551834,0.0012561925611371458,99.0,13.856769137577693,209.08052954218013
36,Concentric,flat,dry,medium,5,300000,0.27859650142856635,0.0012111897424912778,98.0,13.687792475322787,207.58626227618817
36,Pizza,flat,dry,medium,5,300000,0.2786091831572014,0.002321702916243225,98.0,13.691072804383687,212.16980046766008
37,RandomWalk,flat,dry,medium,5,300000,0.025172454331188365,0.0002595003787308279,22.0,3.1379267868218563,300.0000000000003
37,Greedy,flat,dry,medium,5,300000,0.05550386291166715,0.003818584459959039,51.0,5.474525180617435,299.9999999999999
37,Spiral,flat,dry,medium,5,300000,0.09689174913797696,0.0005447103489225432,97.0,13.85676913757774,209.08052954218007
37,Concentric,flat,dry,medium,5,300000,0.09634701630114813,0.0004835772123611694,97.0,13.687792475280913,207.58626227618873
37,Pizza,flat,dry,medium,5,300000,0.09616167160718159,0.0010703291893199446,97.0,13.691072804384108,212.16980046766173
38,RandomWalk,flat,dry,medium,5,300000,0.04783268528242174,0.00021958372856733732,31.0,3.366514248150363,299.9999999999999
38,Greedy,flat,dry,medium,5,300000,0.12679080921799377,0.0011654439378585547,85.0,6.645989653819063,300.00000000000006
38,Spiral,flat,dry,medium,5,300000,0.14204191778161432,0.0003775805198044727,99.0,13.856769137577746,209.0805295421801
38,Concentric,flat,dry,medium,5,300000,0.14104111883735795,0.0003743826891690134,100.0,13.687792475322752,207.58626227618876
38,Pizza,flat,dry,medium,5,300000,0.14118828366825661,0.0004698383472398832,100.0,13.691072804384108,212.16980046766176
39,RandomWalk,flat,dry,medium,5,300000,0.04454604485816744,0.0005717242946550831,19.0,3.6564255015917277,299.9999999999998
39,Greedy,flat,dry,medium,5,300000,0.1344860453351404,0.02032424384870992,71.0,5.084502408269485,300.0000000000002
39,Spiral,flat,dry,medium,5,300000,0.1554421319173915,0.0006316918309442811,100.0,13.856769137577741,209.08052954218013
39,Concentric,flat,dry,medium,5,300000,0.154646923819107,0.0007356801024651642,99.0,13.687792475253147,207.58626227618817
39,Pizza,flat,dry,medium,5,300000,0.15464986004211997,0.00085582039264782,99.0,13.6910728043837,212.16980046766005
40,RandomWalk,flat,dry,medium,5,300000,0.02365382194865714,9.837323929627156e-05,28.999999999999996,3.8097077560076618,300.00000000000034
40,Greedy,flat,dry,medium,5,300000,0.06851900606962609,6.999710177540192e-16,72.0,4.492082003996996,299.9999999999996
40,Spiral,flat,dry,medium,5,300000,0.09096239674954347,9.209951742641962e-05,99.0,13.85676913757773,209.08052954218013
40,Concentric,flat,dry,medium,5,300000,0.09062866827100903,7.928465288126807e-05,100.0,13.687792475253135,207.58626227618817
40,Pizza,flat,dry,medium,5,300000,0.09052973985674086,0.00026605561088555065,100.0,13.691072804383692,212.16980046766005
41,RandomWalk,flat,dry,medium,5,300000,0.036441429860087,0.0004958620364727965,26.0,3.547953792442593,299.9999999999998
41,Greedy,flat,dry,medium,5,300000,0.10359355590864393,0.0037889159546525505,73.0,7.408593825140752,299.9999999999998
41,Spiral,flat,dry,medium,5,300000,0.11393505667426924,0.0004661096095200867,98.0,13.856769137577704,209.0805295421801
41,Concentric,flat,dry,medium,5,300000,0.11260717166209047,0.00036556202281864194,95.0,13.687792475322798,207.58626227618817
41,Pizza,flat,dry,medium,5,300000,0.11272902254411388,0.00027318175167370966,95.0,13.691072804383692,212.16980046766008
42,RandomWalk,flat,dry,medium,5,300000,0.016753567679312763,0.00011227976309870654,21.0,4.209530321630601,299.9999999999998
42,Greedy,flat,dry,medium,5,300000,0.0716530793217786,2.459179199414469e-32,70.0,5.224480221028983,299.9999999999999
42,Spiral,flat,dry,medium,5,300000,0.08759288096880198,0.00018075517284714515,94.0,13.856769137577746,209.0805295421801
42,Concentric,flat,dry,medium,5,300000,0.08728933570322098,0.00016952192635085614,98.0,13.687792475322752,207.58626227618876
42,Pizza,flat,dry,medium,5,300000,0.08718078148603528,0.0005683834468096987,98.0,13.691072804384108,212.16980046766176
43,RandomWalk,flat,dry,medium,5,300000,0.03484544360585009,0.0011524386509036654,19.0,3.9571773648005997,300.0000000000003
43,Greedy,flat,dry,medium,5,300000,0.09150418383367338,0.003203932182732497,60.0,7.2946709207972305,300.00000000000006
43,Spiral,flat,dry,medium,5,300000,0.12315162931705871,0.0003604983369478165,99.0,13.856769137577622,209.08052954217987
43,Concentric,flat,dry,medium,5,300000,0.1223968428878568,0.0003771282832176062,99.0,13.687792475253174,207.5862622761877
43,Pizza,flat,dry,medium,5,300000,0.12236422696079521,0.0010918660306656227,99.0,13.69107280438396,212.16980046765997
44,RandomWalk,flat,dry,medium,5,300000,0.040328824285478355,1.0558179011451375e-05,9.0,3.255434398690003,300.0000000000001
44,Greedy,flat,dry,medium,5,300000,0.17110816433974957,0.0012727965584123397,60.0,6.041309170906463,300.0000000000001
44,Spiral,flat,dry,medium,5,300000,0.2359143833673573,8.567352091823931e-05,100.0,13.856769137577594,209.08052954218027
44,Concentric,flat,dry,medium,5,300000,0.2318860467907454,0.00013955659562172107,99.0,13.687792475252841,207.58626227618927
44,Pizza,flat,dry,medium,5,300000,0.23199172078303,0.0022071002774030927,99.0,13.691072804384,212.1698004676615
45,RandomWalk,flat,dry,medium,5,300000,0.047184723079166165,0.0008216334799875545,21.0,3.5030334358963495,299.9999999999997
45,Greedy,flat,dry,medium,5,300000,0.16946275002883882,0.0034186543307905266,82.0,10.229497100901336,299.9999999999998
45,Spiral,flat,dry,medium,5,300000,0.19254143526133083,0.0007855793097701641,99.0,13.856769137577743,209.08052954218007
45,Concentric,flat,dry,medium,5,300000,0.19140635321708346,0.0007590330439548755,99.0,13.687792475280943,207.58626227618873
45,Pizza,flat,dry,medium,5,300000,0.1914215355498568,0.0017151176229567612,99.0,13.691072804384097,212.16980046766176
46,RandomWalk,mountainous,dry,medium,5,300000,0.02835139234967018,0.00028924642297950304,16.0,3.3878306815633583,300.0000000000002
46,Greedy,mountainous,dry,medium,5,300000,0.10721347238778971,0.0002516698878718369,37.0,8.806693036415806,299.9999999999999
46,Spiral,mountainous,dry,medium,5,300000,0.1350030468371687,0.00010103535316428286,52.0,19.896275836515795,300.00000000000017
46,Concentric,mountainous,dry,medium,5,300000,0.13351133095763285,0.00012379149246967818,49.0,19.83379915215172,300.0
46,Pizza,mountainous,dry,medium,5,300000,0.1457897436661676,0.00047710929258782737,56.00000000000001,19.43637045399442,300.0000000000001
47,RandomWalk,mountainous,dry,medium,5,300000,0.02975412471563766,0.00034984436328810514,9.0,3.452437190100247,299.9999999999999
47,Greedy,mountainous,dry,medium,5,300000,0.1258271004717869,0.001756118949243031,42.0,13.258812776270593,299.9999999999998
47,Spiral,mountainous,dry,medium,5,300000,0.14742735664929948,0.0003760101035512167,50.0,19.89627583651537,300.00000000000085
47,Concentric,mountainous,dry,medium,5,300000,0.14655917720745862,0.00037791708844919477,50.0,19.833799152150863,300.0000000000001
47,Pizza,mountainous,dry,medium,5,300000,0.15923735260552624,0.0007737178361449253,60.0,19.436370453994545,299.9999999999999
48,RandomWalk,mountainous,dry,medium,5,300000,0.010298433696141284,0.00010087858586689155,3.0,4.21826639939867,299.9999999999997
48,Greedy,mountainous,dry,medium,5,300000,0.05781721667818262,0.000733127526063247,21.0,5.870400190127666,300.0000000000004
48,Spiral,mountainous,dry,medium,5,300000,0.06810323543882468,0.00010721361031811072,43.0,19.896275836515713,300.00000000000085
48,Concentric,mountainous,dry,medium,5,300000,0.07141875657775638,6.349636871120716e-05,48.0,19.833799152151578,299.99999999999994
48,Pizza,mountainous,dry,medium,5,300000,0.050201173090400314,0.00019880968384974226,21.0,19.436370453994748,299.9999999999999
49,RandomWalk,mountainous,dry,medium,5,300000,0.015408412028170382,1.0102822196126289e-12,6.0,3.626662855073736,299.9999999999998
49,Greedy,mountainous,dry,medium,5,300000,0.07617977246795216,1.2507283153691176e-23,54.0,5.822181361849567,300.0
49,Spiral,mountainous,dry,medium,5,300000,0.08263503836888063,7.39752611680735e-11,54.0,19.896275836515763,300.0000000000001
49,Concentric,mountainous,dry,medium,5,300000,0.08331363678742758,3.215952625964754e-11,56.99999999999999,19.833799152151702,299.9999999999999
49,Pizza,mountainous,dry,medium,5,300000,0.08498763452895147,2.5226858358626318e-09,53.0,19.436370453994446,300.0000000000001
50,RandomWalk,mountainous,dry,medium,5,300000,0.03712725977766126,0.001700942275048319,15.0,3.7323392822605936,299.99999999999994
50,Greedy,mountainous,dry,medium,5,300000,0.08650649701870025,0.004478409191519058,43.0,7.60347499030741,299.99999999999994
50,Spiral,mountainous,dry,medium,5,300000,0.11265916015289837,0.0007988908885004996,64.0,19.896275836515727,300.0000000000008
50,Concentric,mountainous,dry,medium,5,300000,0.10882507856562887,0.0008296705948872709,63.0,19.833799152151613,300.0
50,Pizza,mountainous,dry,medium,5,300000,0.13031104372238503,0.0014738584191737113,60.0,19.436370453994783,299.9999999999999
51,RandomWalk,mountainous,dry,medium,5,300000,0.0256442281084276,0.0004372887058970658,18.0,3.875491815644285,300.00000000000057
51,Greedy,mountainous,dry,medium,5,300000,0.14621185589947447,0.002409257630821601,39.0,14.457689234369951,300.00000000000045
51,Spiral,mountainous,dry,medium,5,300000,0.13743137023653373,0.00046834262760812325,69.0,19.89627583651522,300.00000000000057
51,Concentric,mountainous,dry,medium,5,300000,0.13759407874025995,0.00047382621627851035,65.0,19.83379915215136,300.0000000000006
51,Pizza,mountainous,dry,medium,5,300000,0.14945134402120516,0.0008907704384738828,61.0,19.436370453994588,300.0000000000007
52,RandomWalk,mountainous,dry,medium,5,300000,0.03658388023809658,0.0014303249074656833,16.0,3.7864563752196188,300.0000000000004
52,Greedy,mountainous,dry,medium,5,300000,0.13722486189711647,0.0032459683335807617,47.0,11.7402869507643,300.0000000000007
52,Spiral,mountainous,dry,medium,5,300000,0.15654865985408287,0.0007165983353475047,65.0,19.896275836515233,300.0000000000006
52,Concentric,mountainous,dry,medium,5,300000,0.15694196323607118,0.0007683564144708935,65.0,19.833799152151332,300.00000000000034
52,Pizza,mountainous,dry,medium,5,300000,0.18137843491201525,0.0018771447886277261,66.0,19.436370453994538,300.0000000000006
53,RandomWalk,mountainous,dry,medium,5,300000,0.007287088554846559,9.80168835955706e-38,8.0,3.882386251280449,299.99999999999926
53,Greedy,mountainous,dry,medium,5,300000,0.03877415934860246,7.791205629325358e-14,38.0,4.891211379367021,300.0000000000005
53,Spiral,mountainous,dry,medium,5,300000,0.0628348528765586,6.433320834458105e-17,70.0,19.896275836515233,300.0000000000006
53,Concentric,mountainous,dry,medium,5,300000,0.06293555366389847,1.70840192595814e-17,73.0,19.833799152151332,300.00000000000034
53,Pizza,mountainous,dry,medium,5,300000,0.0680451177931383,1.0732793523124952e-10,70.0,19.436370453994538,300.0000000000006
54,RandomWalk,mountainous,dry,medium,5,300000,0.03617963078266499,0.0003560826980299899,15.0,4.3521806380154215,300.0000000000002
54,Greedy,mountainous,dry,medium,5,300000,0.13225503879663447,0.0020774335640982447,38.0,14.296769292432195,300.0000000000005
54,Spiral,mountainous,dry,medium,5,300000,0.1456478882912058,0.00029711060272393874,73.0,19.896275836515713,300.0000000000008
54,Concentric,mountainous,dry,medium,5,300000,0.14461522770539068,0.0003072418027805854,69.0,19.83379915215162,300.0
54,Pizza,mountainous,dry,medium,5,300000,0.15883240858272568,0.0006534564582320667,53.0,19.43637045399476,299.99999999999983
55,RandomWalk,mountainous,dry,medium,5,300000,0.011649436733100092,1.4509905873392286e-07,8.0,3.247728752413345,300.0000000000006
55,Greedy,mountainous,dry,medium,5,300000,0.06133853774394229,0.00016576079531936707,37.0,6.453092694898509,300.00000000000057
55,Spiral,mountainous,dry,medium,5,300000,0.07702477668326564,2.749957083300081e-07,55.00000000000001,19.89627583651522,300.00000000000057
55,Concentric,mountainous,dry,medium,5,300000,0.07469833462184045,2.0672505685688747e-07,55.00000000000001,19.83379915215136,300.0000000000006
55,Pizza,mountainous,dry,medium,5,300000,0.07086860630402557,5.072336151773193e-06,53.0,19.436370453994588,300.0000000000007
56,RandomWalk,mountainous,dry,medium,5,300000,0.02578992740338726,0.00026323015203753245,9.0,3.1573637924024394,299.9999999999997
56,Greedy,mountainous,dry,medium,5,300000,0.09644614422603212,0.0034093061621174106,31.0,6.365126468217945,299.99999999999966
56,Spiral,mountainous,dry,medium,5,300000,0.11567222443977633,0.0005303409414136476,33.0,19.896275836515727,300.0000000000008
56,Concentric,mountainous,dry,medium,5,300000,0.11620758437776536,0.0006094648588758082,33.0,19.833799152151613,300.0
56,Pizza,mountainous,dry,medium,5,300000,0.1398811885008169,0.0009253021783435409,56.00000000000001,19.436370453994783,299.9999999999999
57,RandomWalk,mountainous,dry,medium,5,300000,0.036899544993845214,0.0009048437881850624,8.0,2.431160527780376,300.00000000000006
57,Greedy,mountainous,dry,medium,5,300000,0.1534993589638737,0.0053365464422167426,53.0,8.131833562905845,300.00000000000017
57,Spiral,mountainous,dry,medium,5,300000,0.1576763627612592,0.00045816944973188755,57.99999999999999,19.896275836515795,300.00000000000017
57,Concentric,mountainous,dry,medium,5,300000,0.15628484833554035,0.00039631856271531894,55.00000000000001,19.83379915215172,300.0
57,Pizza,mountainous,dry,medium,5,300000,0.18250446792246236,0.0007038692787780057,77.0,19.43637045399442,300.0000000000001
58,RandomWalk,mountainous,dry,medium,5,300000,0.028220341488325577,0.0003949986536021181,16.0,4.029166506042609,299.9999999999991
58,Greedy,mountainous,dry,medium,5,300000,0.11103604451270889,0.001608631922885585,56.00000000000001,13.138268064017586,300.0000000000002
58,Spiral,mountainous,dry,medium,5,300000,0.12345811909024544,0.00036886955683263016,61.0,19.89627583651532,300.00000000000045
58,Concentric,mountainous,dry,medium,5,300000,0.12173670497400248,0.00037452573677630295,66.0,19.833799152151272,300.0000000000003
58,Pizza,mountainous,dry,medium,5,300000,0.13007668241974166,0.0007761773999546001,69.0,19.436370453994513,300.0000000000006
59,RandomWalk,mountainous,dry,medium,5,300000,0.025290151855717397,0.0004680688563642243,7.000000000000001,3.5115696485021517,299.9999999999999
59,Greedy,mountainous,dry,medium,5,300000,0.09170924924568309,0.001822554074309242,39.0,9.109148694512081,299.9999999999995
59,Spiral,mountainous,dry,medium,5,300000,0.13366794615292382,0.00031182510901702176,52.0,19.896275836515628,300.00000000000017
59,Concentric,mountainous,dry,medium,5,300000,0.13087141859354676,0.00032396073700932703,44.0,19.83379915215168,299.99999999999983
59,Pizza,mountainous,dry,medium,5,300000,0.14831319643063817,0.0010463220014586647,53.0,19.436370453994407,300.0000000000001
60,RandomWalk,mountainous,dry,medium,5,300000,0.048145681580664616,0.001189420860762773,19.0,4.775793148850804,299.99999999999966
60,Greedy,mountainous,dry,medium,5,300000,0.18082844953088753,0.0015246592846675825,59.0,16.495591865522155,299.99999999999966
60,Spiral,mountainous,dry,medium,5,300000,0.17227026603704954,0.0003586200608802699,56.00000000000001,19.89627583651532,300.00000000000045
60,Concentric,mountainous,dry,medium,5,300000,0.17115418246184008,0.0003610305207071079,59.0,19.833799152151272,300.0000000000003
60,Pizza,mountainous,dry,medium,5,300000,0.18574943461284926,0.0008792441905985377,68.0,19.436370453994513,300.0000000000006
