survivor_id,x_m,y_m,found,first_discovery_distance_m,first_discovery_fraction_of_mission,exposure_end_distance_m,radiation_quantity,radiation_rate_unit,radiation_dose_unit,ground_truth_excess_rate,ground_truth_total_rate,excess_exposure_distance_integral,total_exposure_distance_integral,distance_integral_unit,first_discovery_time_s,exposure_end_time_s,pre_discovery_excess_dose,pre_discovery_total_dose
74,523078.75877338107,5696748.782502631,True,4522.78143816552,0.05186085864898553,4522.78143816552,collision_air_kerma_rate,uGy/h,uGy,1.6634410872610976,1.6634410872610976,7523.380472946363,7523.380472946363,uGy/h*m,452.27814381655196,452.27814381655196,0.20898279091517674,0.20898279091517674
75,522733.3042571091,5697504.215260472,True,53874.40637815159,0.6177554702065339,53874.40637815159,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,5387.440637815159,5387.440637815159,0.0,0.0
76,522778.1583192075,5697514.587236744,True,53855.53194513895,0.6175390449125128,53855.53194513895,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,5385.5531945138955,5385.5531945138955,0.0,0.0
77,522638.6940012301,5697329.766779418,True,11788.236244361126,0.13517081511629017,11788.236244361126,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1178.8236244361126,1178.8236244361126,0.0,0.0
78,522751.01258016465,5696946.41042006,True,23840.354638694305,0.27336745738491824,23840.354638694305,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,2384.0354638694307,2384.0354638694307,0.0,0.0
79,523404.30215464113,5697325.287066394,True,15748.213633901707,0.18057823319737298,15748.213633901707,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1574.8213633901707,1574.8213633901707,0.0,0.0
80,523238.98447642336,5697031.320640749,True,5717.091335883888,0.0655555148324555,5717.091335883888,collision_air_kerma_rate,uGy/h,uGy,0.003629435703571496,0.003629435703571496,20.74981541503624,20.74981541503624,uGy/h*m,571.7091335883888,571.7091335883888,0.0005763837615287844,0.0005763837615287844
81,523202.753200823,5697245.40298261,True,6749.73051703695,0.0773963599719688,6749.73051703695,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,674.973051703695,674.973051703695,0.0,0.0
82,523193.19623910234,5697183.825701348,True,5904.141497327108,0.06770034144313766,5904.141497327108,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,590.4141497327107,590.4141497327107,0.0,0.0
83,522539.03472026443,5696762.621366847,False,,,87209.92201030577,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,,8720.992201030578,0.0,0.0
84,523355.73362253915,5697420.227922904,True,16251.37640838026,0.18634779201453477,16251.37640838026,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,1625.137640838026,1625.137640838026,0.0,0.0
85,523353.65557529544,5697244.914884002,True,6136.086989526994,0.07035996418850002,6136.086989526994,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,613.6086989526995,613.6086989526995,0.0,0.0
86,522766.7100205232,5696996.934132816,True,47726.680365853055,0.5472620461719149,47726.680365853055,collision_air_kerma_rate,uGy/h,uGy,0.0,0.0,0.0,0.0,uGy/h*m,4772.668036585305,4772.668036585305,0.0,0.0
87,523296.67082683934,5696725.0963258315,True,3848.352544327192,0.04412746228430779,3848.352544327192,collision_air_kerma_rate,uGy/h,uGy,0.0451821320597925,0.0451821320597925,173.87677287042965,173.87677287042965,uGy/h*m,384.8352544327192,384.8352544327192,0.004829910357511935,0.004829910357511935
